title,url,mp_name,rejected_type,rejected_reason,rejected_time
20. 2026香港保险：监管升级与财富“安全港”,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
25. 香港安盛储蓄险（盛利2），不同缴费期的分红差距,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
27. 香港周大福保险公司，2025年（总额）分红实现率,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
28. 香港周大福保险公司，2025年分红实现率,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
29. 香港安达保险公司，2025年分红实现率,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
32. 2026年，香港保诚保险公司在售3款储蓄险分红对比,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
35. 5年存款，保证年化5.01%，比银行定存高4倍！,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
37. F记新总部落地：用真金白银，给你几十年的安心承诺！,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
42. 两年前买的周大福匠心传承，提取顺利吗？,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
43. 鑫安逸30年确定irr3.5%，不保证的又是什么？,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
47. 汇率焦虑破局：人民币牛市下的港险配置最优解,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
49. 手里有100万，千万别存银行了,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
50. 银行理财不到2%，它敢承诺8%？,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-09 00:24:47
港险6.5%复利要说“再见”了？6.5%香港保险榜单请收藏！,https://mp.weixin.qq.com/s/6RdA45xAE4QBw5tz-UH0OQ,港险优选专家,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2026-04-26 14:44:56
香港保诚保险公司APP，更改受益人流程,https://mp.weixin.qq.com/s/aGVquGhepmxD_PM1kyRX2Q,香港保险行业资讯,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2026-04-26 18:33:46
中国银行开门红，55岁存100万，58岁每年领5万养老金，本金安全，用利息养老！,https://mp.weixin.qq.com/s/KuP0F9o7T2l0iEPgyMPnEg,小冯妮儿聊港险,🙅‍ 不选,标题明确提及'中国银行'和'开门红'，属于内地银行的促销信息，与港险无关，且涉及内地养老金，故不选。,2026-04-26 18:34:08
香港美元资产配置游学团｜8人精品小团，每周开团，当天开港卡+学资产配置！,https://mp.weixin.qq.com/s/nkuhAaoWA-WeSE_GjSrgVg,小冯妮儿聊港险,🙅‍ 不选,标题涉及'开港卡'和'游学团'，虽然与香港资产配置相关，但核心是开户和旅游，而非保险产品本身，且可能触及资金出境的敏感点，故不选。,2026-04-26 18:34:08
96倍身故杠杆！新加坡宏利万用寿险太适合家庭支柱了~,https://mp.weixin.qq.com/s/FGedmSQlnYhhncxz22Lzng,小冯妮儿聊港险,🙅‍ 不选,标题明确提及'新加坡宏利万用寿险'，而非香港产品，故不选。,2026-04-26 18:34:08
香港美元资产配置游学团｜8人精品小团，每周开团，当天开港卡+学资产配置！,https://mp.weixin.qq.com/s/nkuhAaoWA-WeSE_GjSrgVg,小冯妮儿聊港险,🙅‍ 不选,标题涉及'开港卡'和'游学团'，虽然与香港资产配置相关，但核心是开户和旅游，而非保险产品本身，且可能触及资金出境的敏感点，故不选。,2026-04-26 18:34:08
香港美元资产配置游学团｜8人精品小团，每周开团，当天开港卡+学资产配置！,https://mp.weixin.qq.com/s/nkuhAaoWA-WeSE_GjSrgVg,小冯妮儿聊港险,🙅‍ 不选,标题涉及'开港卡'和'游学团'，虽然与香港资产配置相关，但核心是开户和旅游，而非保险产品本身，且可能触及资金出境的敏感点，故不选。,2026-04-26 18:34:08
太平洋王炸年金，今年存100万，每年保证领2.5万利息，锁定2.5%年利率，领一辈子！！！,https://mp.weixin.qq.com/s/SguU1s95dQkHPJg0IFpEMQ,小冯妮儿聊港险,🙅‍ 不选,标题提及'太平洋'，但未明确是香港太平洋还是内地太平洋，且描述的年金产品特征更偏向内地产品，故不选。,2026-04-26 18:34:08
太平人寿宝藏产品，50岁交够100万，51岁领5万元养老金，每月4167元，领一辈子！,https://mp.weixin.qq.com/s/h4gOa4_fAox0UJTj2fKPVw,小冯妮儿聊港险,🙅‍ 不选,标题明确提及'太平人寿'，通常指内地太平人寿，且描述的养老金产品特征更偏向内地产品，故不选。,2026-04-26 18:34:08
香港美元资产配置游学团｜8人精品小团，每周开团，当天开港卡+学资产配置！,https://mp.weixin.qq.com/s/nkuhAaoWA-WeSE_GjSrgVg,小冯妮儿聊港险,🙅‍ 不选,标题涉及'开港卡'和'游学团'，虽然与香港资产配置相关，但核心是开户和旅游，而非保险产品本身，且可能触及资金出境的敏感点，故不选。,2026-04-26 18:34:08
中国人寿宝藏储蓄，55岁存50万，60岁每年领35000元养老金，还能传给子孙接着领！,https://mp.weixin.qq.com/s/tqzCFV-gy-P_urtAduHjKw,小冯妮儿聊港险,🙅‍ 不选,标题明确提及'中国人寿'，通常指内地中国人寿，且描述的养老金产品特征更偏向内地产品，故不选。,2026-04-26 18:34:08
CRS资产穿透+账户曝光，香港保险到底要交税吗？,https://mp.weixin.qq.com/s/hMyOHtUppwAi6ocJpQIKiw,港险圈研究院,🙅‍ 不选,标题直接提及'CRS'和'交税'，属于合规敏感区，且可能涉及内地税务政策，故不选。,2026-04-26 18:34:08
香港万通保险公司，2025年理赔报告,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-26 18:34:08
香港万通保险公司APP，更改受益人流程,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2026-04-26 18:34:08
友邦环宇盈活/安盛盛利2/永明万年青星河尊享2，选谁养老金更丰厚？,https://mp.weixin.qq.com/s/_IWOXHP8uAz4bJ2RHAd5SQ,心水保,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2026-04-26 18:56:13
友邦环宇盈活/安盛盛利2/永明万年青星河尊享2，选谁养老金更丰厚？,https://mp.weixin.qq.com/s/_IWOXHP8uAz4bJ2RHAd5SQ,心水保,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2026-04-26 18:56:13
友邦环宇盈活/安盛盛利2/永明万年青星河尊享2，选谁养老金更丰厚？,https://mp.weixin.qq.com/s/_IWOXHP8uAz4bJ2RHAd5SQ,心水保,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2026-04-26 18:56:13
友邦环宇盈活/安盛盛利2/永明万年青星河尊享2，选谁养老金更丰厚？,https://mp.weixin.qq.com/s/_IWOXHP8uAz4bJ2RHAd5SQ,心水保,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2026-04-26 18:56:13
2026开年，内地大佬组团“扫货”！香港保险，变天了？,https://mp.weixin.qq.com/s/xxQT7IHmrOq53aD_pAhQCg,木木小财女,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2026-04-26 18:59:32
2026开年，内地大佬组团“扫货”！香港保险，变天了？,https://mp.weixin.qq.com/s/xxQT7IHmrOq53aD_pAhQCg,木木小财女,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2026-04-26 18:59:32
万通保险2025核心业务翻倍，千亿资产只是起点！2026 继续狂飙！,https://mp.weixin.qq.com/s/tCtYszNsnn2X658fOgfj7A,港险宝宝PRO,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2026-04-26 19:02:05
1. 利率越低，快享福5号越香！老七家新华出品，趸交党闭眼入？,https://mp.weixin.qq.com/s/w-9KH0C-SDFV0upjqW4bGw,木木小财女,🙅‍ 不选,标题提及的是“新华保险”的“快享福5号”，属于纯内地保险产品，不符合港险分类要求。,2026-04-26 19:05:09
8. 拥抱CRS2.0！万通「富饶传家」隆重推出，15年翻倍，25年登顶6.5%，专为高净值打造！,https://mp.weixin.qq.com/s/uC8U_k9EESpYZ8qVzRfz0g,港险宝宝PRO,🙅‍ 不选,标题明确涉及“CRS”，触碰政策红线，无条件剔除。,2026-04-26 19:05:09
13. 香港首批稳定币牌照“花落两家”，谁会成为“港险稳定币缴费”保司第一家？,https://mp.weixin.qq.com/s/S7a0DsDMszjnLefR2Kio8g,港险宝宝PRO,🙅‍ 不选,涉及“稳定币”，属于虚拟币相关违禁词，触碰红线。,2026-04-26 19:05:09
48. 香港内地跨境资金进出，6种方式全攻略,,未知公众号,🙅‍ 不选,涉及“资金进出”，属于合规敏感红线内容。,2026-04-26 19:05:09
迪拜跌倒，香港吃饱,https://mp.weixin.qq.com/s/4iZDjHI-qP5TLKtTZB2kSA,蓝星探险,🙅‍ 不选,标题过于宏观且模棱两可，与保险业务核心关联度低。,2026-04-26 19:05:09
如果要交税，保险一定比别的资产更好！,https://mp.weixin.qq.com/s/Tk8Lkpy7m62GL3g3lVFzzg,蓝星探险,🙅‍ 不选,涉及“交税/避税”相关敏感话题，触及政策红线。,2026-04-26 19:05:09
内地户口+海外收入，很危险！,https://mp.weixin.qq.com/s/T7Ux_yLdYxNlDApzZyQiSA,蓝星探险,🙅‍ 不选,涉及海外收入、税务合规等敏感政策红线。,2026-04-26 19:05:09
如果香港保险公司破产了，我买的保单会怎么样？,https://mp.weixin.qq.com/s/UX275q9qo664CHEhYuuLlw,蓝星探险,🙅‍ 不选,涉及保险公司倒闭破产传闻（系统性风险），属于剔除范畴。,2026-04-26 19:05:09
什么样的人会被双边收税？,https://mp.weixin.qq.com/s/b7uI38SprGrkYnrwAJWn7g,蓝星探险,🙅‍ 不选,涉及CRS/税务合规敏感词汇，直接剔除。,2026-04-26 19:05:09
6. 内地胜诉，如何执行香港资产？,,未知公众号,🙅‍ 不选,涉及跨境法律诉讼与资产执行，非保险业务核心，且具有潜在法律/合规敏感性。,2026-04-26 19:05:09
10. 香港⇄内地跨境转账10种方式全攻略,,未知公众号,🙅‍ 不选,涉及'跨境转账'，触碰合规红线（资金出境/跨境支付相关），无条件剔除。,2026-04-26 19:05:09
17. 香港银行体验天花板｜众安银行，真的丝滑,,未知公众号,🙅‍ 不选,纯银行卡/银行使用攻略，不属于保险业务核心。,2026-04-26 19:05:09
33. 坚持汇率风险中性理念，做好汇率风险管理，不是一句空话,https://mp.weixin.qq.com/s/YchBufunRipaKrft86WAJA,港险渠道,🙅‍ 不选,涉及'汇率风险管理'，通常与跨境资金、换汇等敏感话题关联，且非保险核心业务。,2026-04-26 19:05:09
3. 全球金融中心指数发布：香港综合排名第3，多个单项位列全球第1,https://mp.weixin.qq.com/s/kkK4_UB3fuDMSAQLtfNnRQ,崔伟说投资,🙅‍ 不选,纯宏观城市排名新闻，不直接涉及保险业务核心，属于低相关性内容。,2026-04-26 19:05:09
19. 2026香港财政预算案公布！香港教育将迎来「黄金十年」,https://mp.weixin.qq.com/s/LkaAA0_VYyfQqGMERtY0_Q,崔伟说投资,🙅‍ 不选,纯政府预算案和教育政策新闻，与保险业务相关性低。,2026-04-26 19:05:09
27. 一文读懂全年红利！香港2026年《财政预算案》重磅出炉！,https://mp.weixin.qq.com/s/tLP98IVum-uDtQDNzuLKfA,崔伟说投资,🙅‍ 不选,标题指向政府财政预算案，非保险产品或业务核心。,2026-04-26 19:05:09
34. 2026年4月20日，香港宏利保险公司推出意外险【相伴无忧】,https://mp.weixin.qq.com/s/4Pq5fj5oDJPHmZiOVcYUCQ,香港保险行业资讯,🙅‍ 不选,意外险非分红险/储蓄险核心业务，且不在映射文件夹范围内。,2026-04-26 19:05:09
36. 2026年4月20日，香港宏利医疗险【住院现金保障】，新增内地居民投保,https://mp.weixin.qq.com/s/o3jsKfIUG8KhykmcQxG5AQ,香港保险行业资讯,🙅‍ 不选,医疗险非分红险/储蓄险核心业务。,2026-04-26 19:05:09
39. 香港周大福保险公司，门诊保险【湾区门诊通】保障详情,,未知公众号,🙅‍ 不选,门诊险非分红险/储蓄险核心业务。,2026-04-26 19:05:09
40. 香港周大福保险公司，住院现金保险【乐康健】保障详情,,未知公众号,🙅‍ 不选,住院现金险非分红险/储蓄险核心业务。,2026-04-26 19:05:09
41. 香港周大福保险公司，高端医疗险【挚康健】保障计划,,未知公众号,🙅‍ 不选,医疗险非分红险/储蓄险核心业务。,2026-04-26 19:05:09
50. 2026年，香港10款重疾险保费的投资策略,,未知公众号,🙅‍ 不选,重疾险非分红险/储蓄险核心业务。,2026-04-26 19:05:09
5. 香港周大福保险公司，高端医疗险【世逸】特级医疗保障详情,https://mp.weixin.qq.com/s/PvzSDOeefaPuXVU2aI6g7Q,香港保险行业资讯,🙅‍ 不选,该产品为医疗险，且不属于分红险核心业务或热门产品列表，属于低价值/无关内容。,2026-04-26 19:05:10
7. 香港永明保险公司，住院现金保险【贴心医疗保】保障详情,https://mp.weixin.qq.com/s/69lTIQ6d9f7G2h1O-VdCeg,香港保险行业资讯,🙅‍ 不选,纯医疗/住院险，非分红储蓄险核心业务。,2026-04-26 19:05:10
8. 香港永明保险公司，高端医疗险【精心医疗保】保障详情,https://mp.weixin.qq.com/s/32txHvY8LnDjBoa_4SL4Qw,香港保险行业资讯,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
9. 香港永明保险公司，高端医疗险【满心医疗保】保障详情,https://mp.weixin.qq.com/s/vIzyvdD8tAz-UczDEpR6MQ,香港保险行业资讯,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
10. 香港万通保险公司，【住院保障计划】保障详情,,未知公众号,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
11. 香港万通保险公司，防癌险【癌症加护保】保障详情,,未知公众号,🙅‍ 不选,纯重疾/防癌险，非分红储蓄险核心业务。,2026-04-26 19:05:10
12. 香港万通保险公司，高端医疗险【丰裕医疗保】保障详情,,未知公众号,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
13. 香港万通保险公司，高端医疗险【优裕医疗保】保障详情,,未知公众号,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
14. 香港万通保险公司，高端医疗险【VIP环球医疗保】保障详情,https://mp.weixin.qq.com/s/5Z2A9GXD62nHIL_NFZtznQ,香港保险行业资讯,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
15. 香港万通保险公司，高端医疗险【VIP寰球医疗保】保障详情,https://mp.weixin.qq.com/s/QMpcDCaruf-6tb8MqsXcTA,香港保险行业资讯,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
16. 香港安盛保险公司，保障孕妇新生儿医疗险【挚保宝】,,未知公众号,🙅‍ 不选,特定人群医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
17. 香港安盛保险公司，防癌险【癌症治疗2】保障详情,,未知公众号,🙅‍ 不选,纯重疾/防癌险，非分红储蓄险核心业务。,2026-04-26 19:05:10
21. 2026年，买香港重疾险可投保的最高保额,,未知公众号,🙅‍ 不选,纯重疾险内容，非分红储蓄险核心业务。,2026-04-26 19:05:10
22. 香港安盛保险公司，无需健康申报的医疗险【臻尚环球】保障详情,https://mp.weixin.qq.com/s/9f-WR-QxI9uaZ3NhFlpXQw,香港保险行业资讯,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
24. 香港宏利保险公司，高端医疗险【倍康医疗加保】保障详情,https://mp.weixin.qq.com/s/1J8Lk33-nkc649BnaVodrw,香港保险行业资讯,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
26. 2026年，被香港保险公司定为「高风险洗钱」的国家,,未知公众号,🙅‍ 不选,涉及'洗钱'敏感词汇，触碰政策红线。,2026-04-26 19:05:10
27. 香港宏利保险公司，高端医疗险【活亮人生】保障详情,,未知公众号,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
28. 香港宏利保险公司，高端医疗险【晋领医疗】保障详情,,未知公众号,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
29. 2026年4月15日起，保诚重疾险【危疾首护保2】取消前10年赠送保额,https://mp.weixin.qq.com/s/XBV2f-A1hsfg54osjLtTBQ,香港保险行业资讯,🙅‍ 不选,纯重疾险内容，非分红储蓄险核心业务。,2026-04-26 19:05:10
32. 香港保诚保险公司，高端医疗险【医疗加倍保】保障详情,,未知公众号,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
33. 香港保诚保险公司，高端医疗险【自由行计划】保障详情,,未知公众号,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
34. 香港保诚保险公司，住院现金保险【加护一生】保障详情,,未知公众号,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
37. 香港保诚保险公司，高端医疗险【挚为您】保障详情,,未知公众号,🙅‍ 不选,纯医疗险，非分红储蓄险核心业务。,2026-04-26 19:05:10
39. 香港保诚保险公司，防癌险【癌症全护计划】保障详情,,未知公众号,🙅‍ 不选,纯重疾/防癌险，非分红储蓄险核心业务。,2026-04-26 19:05:10
46. 香港中银快汇：转账内地、澳门免手续费操作指南,,未知公众号,🙅‍ 不选,涉及'跨境支付'和银行操作，属于政策红线或无关内容。,2026-04-26 19:05:10
47. 硬核拆解！8款香港重疾险，总有一款适合抄作业。,,未知公众号,🙅‍ 不选,纯重疾险对比，非分红储蓄险核心业务。,2026-04-26 19:05:10
49. 汇率一夜贬值34倍，伊朗中产一夜返贫的残酷真相,,未知公众号,🙅‍ 不选,与香港保险业务无关，属于宏观社会新闻。,2026-04-26 19:05:10
2. 香港美元资产配置游学团｜8人精品小团，每周开团，当天开港卡+学资产配置！,https://mp.weixin.qq.com/s/EbATGGmPd-5f62J29JLACQ,小冯妮儿聊港险,🙅‍ 不选,涉及“开港卡”等银行开户攻略，且游学团形式非保险业务核心，属于合规敏感及无关内容。,2026-04-26 19:05:10
3. 香港美元资产配置游学团｜8人精品小团，每周开团，当天开港卡+学资产配置！,https://mp.weixin.qq.com/s/EbATGGmPd-5f62J29JLACQ,小冯妮儿聊港险,🙅‍ 不选,同上，涉及银行开户及非保险核心业务。,2026-04-26 19:05:10
4. 香港美元资产配置游学团｜8人精品小团，每周开团，当天开港卡+学资产配置！,https://mp.weixin.qq.com/s/EbATGGmPd-5f62J29JLACQ,小冯妮儿聊港险,🙅‍ 不选,同上。,2026-04-26 19:05:10
5. 太平洋王炸年金，今年存50万，每年保证领1.25万利息，终身锁定2.5%，写进合同！,https://mp.weixin.qq.com/s/8z1rYNIleUVAxFhPegEhKg,小冯妮儿聊港险,🙅‍ 不选,属于纯内地保险产品（太平洋保险内地年金），无港险对比，属于无效内容。,2026-04-26 19:05:10
6. 中国银行开门红，45岁存150万，53岁每月领6250元养老金，本金安全，用利息养老！,https://mp.weixin.qq.com/s/eDtj3Vrfr8UaMtyA4JOsFw,小冯妮儿聊港险,🙅‍ 不选,属于纯内地银行/保险理财产品，无港险相关性。,2026-04-26 19:05:10
7. 香港美元资产配置游学团｜8人精品小团，每周开团，当天开港卡+学资产配置！,https://mp.weixin.qq.com/s/EbATGGmPd-5f62J29JLACQ,小冯妮儿聊港险,🙅‍ 不选,同上，涉及银行开户。,2026-04-26 19:05:10
8. 45岁只要有60万就提前退休，每年领3万，靠利息养老，本金安全，中国银行背书！,https://mp.weixin.qq.com/s/3dGtac0n11XcmHBQamnAQQ,小冯妮儿聊港险,🙅‍ 不选,纯内地视角理财内容，不符合港险主题。,2026-04-26 19:05:10
9. 5年存款，保证年化5.01%，比银行定存高4倍！,https://mp.weixin.qq.com/s/vuoP2NSyyA6GiE3770Hlaw,小冯妮儿聊港险,🙅‍ 不选,标题描述为“存款”，且未体现港险特征，易涉及内地存款降息等无关话题。,2026-04-26 19:05:10
12. 中国人寿宝藏储蓄，45岁存100 万，每年领 7万到115 岁，这才是真正的养老！,https://mp.weixin.qq.com/s/WrBd0iorX16Swt3_sJTjtg,小冯妮儿聊港险,🙅‍ 不选,纯内地保险产品（中国人寿），无港险对比。,2026-04-26 19:05:10
13. 太平洋王炸年金，今年存200万，明年领5万利息，保证派息2.5%，领一辈子！！！,https://mp.weixin.qq.com/s/hovnXCzO3rt8VnyEd5Bzcg,小冯妮儿聊港险,🙅‍ 不选,纯内地保险产品。,2026-04-26 19:05:10
14. 保证年化单利5.01%，比银行定存香太多了……,,未知公众号,🙅‍ 不选,标题模糊，更偏向内地存款对比，无港险特征。,2026-04-26 19:05:10
